,ChEMBL ID,Name,Synonyms,Type,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,Polar Surface Area,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX Acidic pKa,CX Basic pKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA (Lipinski),HBD (Lipinski),#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Molecular Species,Molecular Formula,h_smiles,ch3_smiles
583,CHEMBL4469714,,,,0.0,85.07,2.0,2.0,-1.22,80.48,4,2,0,0,N,0.41,4.54,0.04,-0.92,-2.50,1,MOL,-1.0,6,5,3,0,85.0388,ACID,CH3N5,Nc1nnn[nH]1,C(N)c1nnn[nH]1
584,CHEMBL170742,METHOXYACETAMIDE,2-Methoxy-Acetamide,Small molecule,0.0,89.09,2.0,2.0,-0.88,52.32,2,1,0,2,Y,0.48,None,None,-1.20,-1.20,0,MOL,-1.0,6,3,2,0,89.0477,NEUTRAL,C3H7NO2,COCC(N)=O,CCOCC(N)=O
585,CHEMBL279597,L-ALANINE,,Small molecule,0.0,89.09,23.0,31.0,-0.58,63.32,2,2,0,1,N,0.45,2.47,9.48,-2.84,-2.84,0,MOL,-1.0,6,3,3,0,89.0477,ZWITTERION,C3H7NO2,C[C@H](N)C(=O)O,CC[C@H](N)C(=O)O
586,CHEMBL4450750,,,,0.0,78.09,1.0,1.0,0.34,20.23,1,1,0,2,Y,0.50,None,None,-0.26,-0.26,0,MOL,-1.0,5,1,1,0,78.0481,NEUTRAL,C3H7FO,OCCCF,C(O)CCCF
587,CHEMBL3276496,,,Small molecule,0.0,94.08,1.0,1.0,-0.69,40.46,2,2,0,2,Y,0.48,13.36,None,-0.95,-0.95,0,MOL,-1.0,6,2,2,0,94.043,NEUTRAL,C3H7FO2,OCC(O)CF,C(O)CC(O)CF
588,CHEMBL14021,PROPIONIC ACID,E-280|E280|Ethanecarboxylic acid|FEMA NO. 2924|INS NO.280|INS-280|PROPIONIC ACID,Small molecule,2.0,74.08,19.0,76.0,0.48,37.30,1,1,0,1,Y,0.49,4.75,None,0.48,-2.12,0,MOL,0.0,5,2,1,0,74.0368,ACID,C3H6O2,CCC(=O)O,CCCC(=O)O
589,CHEMBL4238997,,,Small molecule,0.0,90.2,5.0,5.0,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1.0,None,None,None,None,90.0501,None,C3H10OSi,C[Si](C)(C)O,CC[Si](C)(C)O
590,CHEMBL161318,,Pyrrolidin-(2Z)-ylideneamine,Small molecule,0.0,84.12,5.0,10.0,0.14,38.38,2,1,0,0,Y,0.45,None,11.75,-0.51,-2.92,0,MOL,-1.0,6,2,2,0,84.0687,BASE,C4H8N2,NC1=NCCC1,C(N)C1=NCCC1
591,CHEMBL14079,ACETIC ACID METHYL ESTER,Acetic Acid Methyl Ester,Small molecule,0.0,74.08,3.0,11.0,0.18,26.30,2,0,0,0,Y,0.38,None,None,-0.08,-0.08,0,MOL,-1.0,5,2,0,0,74.0368,NEUTRAL,C3H6O2,COC(C)=O,CCOC(C)=O
592,CHEMBL1085707,METHYL CARBAMATE,Methyl Carbamate,Small molecule,0.0,75.07,3.0,6.0,-0.29,52.32,2,1,0,0,Y,0.43,None,None,-0.41,-0.41,0,MOL,-1.0,5,3,2,0,75.032,NEUTRAL,C2H5NO2,COC(N)=O,CCOC(N)=O
595,CHEMBL281021,,,Small molecule,0.0,90.13,5.0,23.0,-0.77,61.27,3,2,0,3,N,0.35,None,10.14,-1.10,-3.66,0,MOL,-1.0,6,3,4,0,90.0793,BASE,C3H10N2O,NCCCON,C(N)CCCON
596,CHEMBL115530,,,Small molecule,0.0,75.11,1.0,1.0,-0.67,46.25,2,2,0,2,Y,0.46,None,9.84,-1.26,-3.60,0,MOL,-1.0,5,2,3,0,75.0684,BASE,C3H9NO,NCCCO,C(N)CCCO
598,CHEMBL3884509,,,Small molecule,0.0,60.05,1.0,1.0,-0.82,37.30,2,1,0,1,Y,0.40,None,None,-1.20,-1.20,0,MOL,-1.0,4,2,1,0,60.0211,NEUTRAL,C2H4O2,O=CCO,O=CC(O)C
600,CHEMBL1503158,,,Small molecule,0.0,83.13,3.0,4.0,1.70,23.79,1,0,0,2,Y,0.47,None,None,1.42,1.42,0,MOL,-1.0,6,1,0,0,83.0735,None,C5H9N,CCCCC#N,CCCCCC#N
601,CHEMBL4085198,,,Small molecule,0.0,96.56,1.0,1.0,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1.0,None,None,None,None,96.0454,None,C2H9ClN2,Cl.NCCN,CCl.NCCN
603,CHEMBL115186,,Difluoro-Methane,Small molecule,0.0,52.02,1.0,1.0,0.88,0.00,0,0,0,0,Y,0.38,None,None,0.42,0.42,0,MOL,-1.0,3,0,0,0,52.0125,None,CH2F2,FCF,C(F)CF
604,CHEMBL3559764,,,Small molecule,0.0,71.08,,,-0.11,44.02,2,1,0,0,Y,0.40,12.89,None,-0.41,-0.41,0,MOL,-1.0,5,2,1,0,71.0371,NEUTRAL,C3H5NO,CC(O)C#N,CCC(O)C#N
606,CHEMBL16396,CYCLOHEXENE,Cyclohexene,Small molecule,0.0,82.15,2.0,3.0,2.12,0.00,0,0,0,0,Y,0.39,None,None,2.31,2.31,0,MOL,-1.0,6,0,0,0,82.0783,None,C6H10,C1=CCCCC1,CC1=CCCCC1
607,CHEMBL348399,TERT-BUTYL HYDROPEROXIDE,,Small molecule,0.0,90.12,13.0,20.0,1.27,29.46,2,1,0,0,Y,0.36,11.72,None,0.98,0.98,0,MOL,-1.0,6,2,1,0,90.0681,NEUTRAL,C4H10O2,CC(C)(C)OO,CCC(C)(C)OO
609,CHEMBL3183973,,,Small molecule,0.0,88.11,,,0.57,26.30,2,0,0,1,Y,0.44,None,None,0.62,0.62,0,MOL,-1.0,6,2,0,0,88.0524,None,C4H8O2,CCC(=O)OC,CCCC(=O)OC
610,CHEMBL1990145,,,Small molecule,0.0,89.09,57.0,57.0,-0.32,38.33,2,1,0,1,Y,0.45,9.00,None,-0.66,-0.67,0,MOL,-1.0,6,3,1,0,89.0477,NEUTRAL,C3H7NO2,CONC(C)=O,CCONC(C)=O
613,CHEMBL104897,,,Small molecule,0.0,88.17,1.0,1.0,0.71,0.00,0,0,0,1,Y,0.41,None,None,-3.62,-3.62,0,MOL,-1.0,6,1,0,0,88.1121,None,C5H14N+,CC[N+](C)(C)C,CCC[N+](C)(C)C
614,CHEMBL1538076,,,Small molecule,0.0,58.08,1.0,2.0,0.41,9.23,1,0,0,0,Y,0.39,None,None,0.01,0.01,0,MOL,-1.0,4,1,0,0,58.0419,NEUTRAL,C3H6O,C1COC1,CC1COC1
615,CHEMBL234926,ALLYL ALCOHOL,Allyl Alcohol,Small molecule,0.0,58.08,111.0,2891.0,0.16,20.23,1,1,0,1,Y,0.43,None,None,0.21,0.21,0,MOL,-1.0,4,1,1,0,58.0419,NEUTRAL,C3H6O,C=CCO,CC=CCO
616,CHEMBL21454,,2-Methyl-Piperidine,Small molecule,0.0,99.18,1.0,5.0,1.15,12.03,1,1,0,0,Y,0.48,None,10.48,1.07,-1.78,0,MOL,-1.0,7,1,1,0,99.1048,BASE,C6H13N,CC1CCCCN1,CCC1CCCCN1
618,CHEMBL76101,POLYVINYL ALCOHOL,E1203,Small molecule,0.0,44.05,1.0,1.0,0.69,20.23,1,1,0,0,Y,0.40,10.31,None,0.52,0.52,0,MOL,-1.0,3,1,1,0,44.0262,NEUTRAL,C2H4O,C=CO,CC=CO
619,CHEMBL292983,,,Small molecule,0.0,86.07,1.0,3.0,0.55,28.68,1,1,0,0,Y,0.49,8.84,2.68,0.48,0.47,1,MOL,-1.0,6,2,1,0,86.028,NEUTRAL,C3H3FN2,Fc1ncc[nH]1,C(F)c1ncc[nH]1
620,CHEMBL3185871,,,Small molecule,0.0,84.12,,,0.39,20.23,1,1,0,0,Y,0.42,None,None,0.41,0.41,0,MOL,-1.0,6,1,1,0,84.0575,NEUTRAL,C5H8O,C#CC(C)(C)O,CC#CC(C)(C)O
621,CHEMBL160520,METHYLHYDRAZINE,Methyl-Hydrazine,Small molecule,0.0,46.07,1.0,5.0,-0.92,38.05,2,2,0,0,Y,0.27,None,5.75,-0.81,-0.82,0,MOL,-1.0,3,2,3,0,46.0531,NEUTRAL,CH6N2,CNN,CCNN
622,CHEMBL116736,FORMIC ACID,E236,Small molecule,0.0,46.03,4.0,7.0,-0.30,37.30,1,1,0,0,Y,0.38,4.27,None,-0.27,-3.26,0,MOL,-1.0,3,2,1,0,46.0055,ACID,CH2O2,O=CO,O=C(O)C
623,CHEMBL3184692,,,Small molecule,0.0,89.14,,,-0.02,35.25,2,1,0,2,Y,0.52,None,9.69,-0.26,-2.47,0,MOL,-1.0,6,2,2,0,89.0841,BASE,C4H11NO,COCC(C)N,CCOCC(C)N
627,CHEMBL3982678,,,Small molecule,0.0,83.13,1.0,2.0,0.36,26.02,1,1,0,1,Y,0.45,None,9.86,0.73,-1.63,0,MOL,-1.0,6,1,2,0,83.0735,BASE,C5H9N,CC#CCCN,CCC#CCCN
628,CHEMBL4089706,,,Small molecule,0.0,82.11,1.0,3.0,0.60,41.81,1,2,0,0,Y,0.47,None,4.54,0.31,0.31,1,MOL,-1.0,6,2,3,0,82.0531,NEUTRAL,C4H6N2,Nc1ccc[nH]1,C(N)c1ccc[nH]1
629,CHEMBL268447,,N-Hydroxymethyl-Formamide,Small molecule,0.0,75.07,1.0,5.0,-1.32,49.33,2,2,0,2,Y,0.32,12.32,None,-1.44,-1.44,0,MOL,-1.0,5,3,2,0,75.032,NEUTRAL,C2H5NO2,O=CNCO,O=CNC(O)C
631,CHEMBL46257,PUTRESCINE,NSC-60545|PUTRESCINE,Small molecule,3.0,88.15,35.0,96.0,-0.32,52.04,2,2,0,3,Y,0.46,None,10.51,-0.85,-6.05,0,MOL,0.0,6,2,4,0,88.1,BASE,C4H12N2,NCCCCN,C(N)CCCCN
632,CHEMBL16262,,Pent-1-yne,Small molecule,0.0,68.12,1.0,2.0,1.42,0.00,0,0,0,1,Y,0.41,None,None,1.88,1.88,0,MOL,-1.0,5,0,0,0,68.0626,None,C5H8,C#CCCC,CC#CCCC
634,CHEMBL15571,"1,2,4-TRIAZOLE","1,2,4-Triazole|1H-1,2,4-Triazole|4H-[1,2,4]Triazole",Small molecule,0.0,69.07,5.0,7.0,-0.20,41.57,2,1,0,0,Y,0.46,9.90,2.48,-0.41,-0.41,1,MOL,-1.0,5,3,1,0,69.0327,NEUTRAL,C2H3N3,c1nc[nH]n1,Cc1nc[nH]n1
635,CHEMBL4458510,,,,0.0,82.05,1.0,1.0,0.24,20.23,1,1,0,1,Y,0.48,13.05,None,-0.05,-0.05,0,MOL,-1.0,5,1,1,0,82.023,NEUTRAL,C2H4F2O,OCC(F)F,C(O)CC(F)F
636,CHEMBL501613,MEPARFYNOL,Dormison|MEPARFYNOL|METHYLPARAFYNOL|METHYLPENTYNOL|OBLIVON,Small molecule,4.0,98.14,5.0,22.0,0.78,20.23,1,1,0,1,Y,0.48,None,None,0.93,0.93,0,MOL,0.0,7,1,1,0,98.0732,NEUTRAL,C6H10O,C#CC(C)(O)CC,CC#CC(C)(O)CC
637,CHEMBL439723,TRIMETHYLAMMONIUM,Trimethyl-Amine|Trimethylammonium,Small molecule,0.0,59.11,8.0,10.0,0.18,3.24,1,0,0,0,Y,0.38,None,9.57,0.19,-1.97,0,MOL,-1.0,4,1,0,0,59.0735,BASE,C3H9N,CN(C)C,CCN(C)C
638,CHEMBL453194,CYCLOHEPTANE,Cycloheptane,Small molecule,0.0,98.19,2.0,2.0,2.73,0.00,0,0,0,0,Y,0.41,None,None,3.11,3.11,0,MOL,-1.0,7,0,0,0,98.1096,None,C7H14,C1CCCCCC1,CC1CCCCCC1
640,CHEMBL17940,MONOISONITROSOACETONE,2-Oxo-Propionaldehyde Oxime|Monoisonitrosoacetone,Small molecule,0.0,87.08,8.0,27.0,0.04,49.66,3,1,0,1,Y,0.28,8.20,None,0.21,0.14,0,MOL,-1.0,6,3,1,0,87.032,NEUTRAL,C3H5NO2,CC(=O)/C=N/O,CCC(=O)/C=N/O
641,CHEMBL13968,BUTYLAMINE,1-Aminobutane|NBA,Small molecule,0.0,73.14,4.0,23.0,0.75,26.02,1,1,0,2,Y,0.51,None,10.21,0.70,-1.91,0,MOL,-1.0,5,1,2,0,73.0891,BASE,C4H11N,CCCCN,CCCCCN
643,CHEMBL232801,AMITROLE,Amitrole,Small molecule,0.0,84.08,15.0,28.0,-0.61,67.59,3,2,0,0,N,0.44,13.99,2.51,-0.56,-0.56,1,MOL,-1.0,6,4,3,0,84.0436,NEUTRAL,C2H4N4,Nc1nc[nH]n1,C(N)c1nc[nH]n1
645,CHEMBL4101550,,,Small molecule,0.0,75.11,1.0,2.0,-0.41,35.25,2,1,0,2,Y,0.48,None,9.45,-0.67,-2.68,0,MOL,-1.0,5,2,2,0,75.0684,BASE,C3H9NO,COCCN,CCOCCN
646,CHEMBL4245903,,,Small molecule,0.0,86.13,4.0,4.0,0.94,20.23,1,1,0,1,Y,0.47,None,None,0.91,0.91,0,MOL,-1.0,6,1,1,0,86.0732,NEUTRAL,C5H10O,C=CC(C)(C)O,CC=CC(C)(C)O
647,CHEMBL1162280,2-FLUOROETHANAMINIUM,2-Fluoroethanaminium,Small molecule,0.0,63.07,1.0,2.0,-0.09,26.02,1,1,0,1,Y,0.45,None,8.87,-0.42,-1.90,0,MOL,-1.0,4,1,2,0,63.0484,BASE,C2H6FN,NCCF,C(N)CCF
649,CHEMBL339711,,N-Methoxyurea,Small molecule,0.0,90.08,1.0,2.0,-0.78,64.35,2,2,0,1,N,0.41,11.91,None,-0.99,-0.99,0,MOL,-1.0,6,4,3,0,90.0429,NEUTRAL,C2H6N2O2,CONC(N)=O,CCONC(N)=O
650,CHEMBL183419,CYANIDE,Cyanide,Small molecule,0.0,27.03,17.0,41.0,0.14,23.79,1,0,0,0,Y,0.37,9.50,None,-0.35,-0.34,0,MOL,-1.0,2,1,0,0,27.0109,NEUTRAL,CHN,C#N,CC#N
651,CHEMBL1160819,"AMMONIA SOLUTION, STRONG","AMMONIA|AMMONIA SOLUTION, STRONG|AMMONIA SPIRIT, AROMATIC|AMMONIA WATER|Ammonia|E-527|INS NO.527|INS-527",Small molecule,4.0,17.03,6.0,17.0,0.16,35.00,1,1,0,0,Y,0.40,None,8.86,-0.98,-2.44,0,MOL,0.0,1,1,3,0,17.0265,BASE,H3N,N,CN
652,CHEMBL3276492,,,Small molecule,0.0,92.07,1.0,1.0,-0.48,37.30,2,1,0,2,Y,0.50,13.75,None,-0.64,-0.64,0,MOL,-1.0,6,2,1,0,92.0274,NEUTRAL,C3H5FO2,O=C(CO)CF,O=C(CO)C(F)C
653,CHEMBL3890199,,,Small molecule,0.0,84.12,1.0,1.0,-1.09,52.04,2,2,0,0,Y,0.37,None,9.16,-0.95,-3.74,0,MOL,-1.0,6,2,4,0,84.0687,BASE,C4H8N2,NCC#CCN,C(N)CC#CCN
654,CHEMBL3274945,,,Small molecule,0.0,92.12,1.0,1.0,-0.79,58.28,2,3,0,0,Y,0.27,10.87,None,-0.48,-0.48,0,MOL,-1.0,5,3,4,0,92.0044,NEUTRAL,CH4N2OS,NC(=S)NO,C(N)C(=S)NO
655,CHEMBL118459,,,Small molecule,0.0,72.11,1.0,1.0,0.55,20.23,1,1,0,1,Y,0.45,None,None,0.60,0.60,0,MOL,-1.0,5,1,1,0,72.0575,NEUTRAL,C4H8O,C/C=C/CO,CC/C=C/CO
658,CHEMBL266160,FORMAMIDE,,Small molecule,0.0,45.04,2.0,9.0,-0.90,43.09,1,1,0,0,Y,0.35,None,None,-1.08,-1.08,0,MOL,-1.0,3,2,2,0,45.0215,NEUTRAL,CH3NO,NC=O,C(N)C=O
659,CHEMBL1600824,,,Small molecule,0.0,70.09,2.0,2.0,0.76,17.07,1,0,0,1,Y,0.42,None,None,0.86,0.86,0,MOL,-1.0,5,1,0,0,70.0419,NEUTRAL,C4H6O,C=CC(C)=O,CC=CC(C)=O
660,CHEMBL116838,FLUOROMETHANE,Fluoromethane,Small molecule,0.0,34.03,1.0,1.0,0.59,0.00,0,0,0,0,Y,0.37,None,None,0.37,0.37,0,MOL,-1.0,2,0,0,0,34.0219,None,CH3F,CF,CCF
662,CHEMBL2448948,,,Small molecule,0.0,89.11,1.0,1.0,0.32,12.03,1,1,0,0,Y,0.45,None,9.61,-0.04,-2.22,0,MOL,-1.0,6,1,1,0,89.0641,BASE,C4H8FN,FC1CCNC1,C(F)C1CCNC1
663,CHEMBL453815,3-METHYL-(E)-2-BUTENAL,,Small molecule,0.0,84.12,23.0,25.0,1.15,17.07,1,0,0,1,Y,0.34,None,None,1.00,1.00,0,MOL,-1.0,6,1,0,0,84.0575,NEUTRAL,C5H8O,CC(C)=CC=O,CCC(C)=CC=O
664,CHEMBL116745,,Ethoxy-Ethene,Small molecule,0.0,72.11,1.0,1.0,1.17,9.23,1,0,0,2,Y,0.44,None,None,0.99,0.99,0,MOL,-1.0,5,1,0,0,72.0575,NEUTRAL,C4H8O,C=COCC,CC=COCC
665,CHEMBL1162286,,,Small molecule,0.0,77.1,1.0,2.0,0.30,26.02,1,1,0,2,Y,0.50,None,10.13,-0.36,-2.92,0,MOL,-1.0,5,1,2,0,77.0641,BASE,C3H8FN,NCCCF,C(N)CCCF
666,CHEMBL2448813,,,Small molecule,0.0,87.17,1.0,1.0,0.96,3.24,1,0,0,2,Y,0.48,None,9.97,0.90,-1.62,0,MOL,-1.0,6,1,0,0,87.1048,BASE,C5H13N,CCN(C)CC,CCCN(C)CC
667,CHEMBL45079,,"1,1-Dichloro-Ethane",Small molecule,0.0,98.96,6.0,8.0,1.81,0.00,0,0,0,0,Y,0.41,None,None,1.52,1.52,0,MOL,-1.0,4,0,0,0,97.969,None,C2H4Cl2,CC(Cl)Cl,CCC(Cl)Cl
668,CHEMBL42434,,1-Fluoro-Pentane,Small molecule,0.0,90.14,1.0,1.0,2.15,0.00,0,0,0,3,Y,0.47,None,None,2.14,2.14,0,MOL,-1.0,6,0,0,0,90.0845,None,C5H11F,CCCCCF,CCCCCCF
669,CHEMBL18360,,3-Methyl-Butyraldehyde,Small molecule,0.0,86.13,1.0,1.0,1.23,17.07,1,0,0,2,Y,0.46,None,None,1.05,1.05,0,MOL,-1.0,6,1,0,0,86.0732,NEUTRAL,C5H10O,CC(C)CC=O,CCC(C)CC=O
670,CHEMBL3986754,,,Small molecule,0.0,96.02,1.0,1.0,-0.73,54.37,2,1,0,1,Y,0.33,2.61,None,-0.13,-3.64,0,MOL,-1.0,5,3,1,0,74.0004,ACID,C2HNaO3,O=CC(=O)[O-].[Na+],O=C(C)C(=O)[O-].[Na+]
673,CHEMBL2251727,ETHYL ISOTHIOCYANATE,ETHYL ISOTHIOCYANATE|FEMA NO. 4420|NSC-84212,Small molecule,2.0,87.15,5.0,44.0,1.11,12.36,2,0,0,1,Y,0.34,None,1.40,1.43,1.43,0,MOL,0.0,5,1,0,0,87.0143,NEUTRAL,C3H5NS,CCN=C=S,CCCN=C=S
679,CHEMBL985,UREA,AQUADRATE|BALNEUM PLUS|CALMURID|CARBAMIDE|E-927A|E927b|EUCERIN|FLEXIFOOT|FLEXITOL|HYDROMOL INTENSIVE|INS NO.927A|INS-927A|NSC-34375|NUTRAPLUS|SENTIAL E|ST.JAMES BALM|STERILE UREA|UREA|Urea|Ureaphil,Small molecule,4.0,60.06,27.0,63.0,-0.98,69.11,1,2,0,0,N,0.37,None,None,-1.36,-1.36,0,MOL,0.0,4,3,4,0,60.0324,NEUTRAL,CH4N2O,NC(N)=O,C(N)C(N)=O
684,CHEMBL116960,,"Propa-1,2-Diene",Small molecule,0.0,40.06,1.0,1.0,0.96,0.00,0,0,0,0,Y,0.35,None,None,1.34,1.34,0,MOL,-1.0,3,0,0,0,40.0313,None,C3H4,C=C=C,CC=C=C
685,CHEMBL15871,PROPIONITRILE,Propionitrile,Small molecule,0.0,55.08,3.0,4.0,0.92,23.79,1,0,0,0,Y,0.40,None,None,0.54,0.54,0,MOL,-1.0,4,1,0,0,55.0422,None,C3H5N,CCC#N,CCCC#N
686,CHEMBL14568,1-PENTANOL,Amyl alcohol|Butylcarbinol|Pentalcohol|Valeric alcohol,Small molecule,0.0,88.15,8.0,21.0,1.17,20.23,1,1,0,3,Y,0.51,None,None,1.25,1.25,0,MOL,-1.0,6,1,1,0,88.0888,NEUTRAL,C5H12O,CCCCCO,CCCCCCO
687,CHEMBL4475278,,,,0.0,99.13,1.0,1.0,0.07,43.09,2,1,0,0,Y,0.47,None,8.13,0.07,-0.74,0,MOL,-1.0,7,2,2,0,99.0684,NEUTRAL,C5H9NO,NC1CCCC1=O,C(N)C1CCCC1=O
688,CHEMBL1159994,,,Small molecule,0.0,97.12,1.0,2.0,-0.90,61.90,1,3,0,1,N,0.23,None,11.86,-0.73,-3.14,0,MOL,-1.0,7,3,4,0,97.064,BASE,C4H7N3,C#CCNC(=N)N,CC#CCNC(=N)N
689,CHEMBL1595985,,,Small molecule,0.0,81.12,5.0,5.0,1.48,23.79,1,0,0,2,Y,0.36,None,None,1.12,1.12,0,MOL,-1.0,6,1,0,0,81.0578,None,C5H7N,C=CCCC#N,CC=CCCC#N
690,CHEMBL254951,2-MERCAPTOETHANOL,2-Mercaptoethanol|Beta-Mercaptoethanol,Small molecule,0.0,78.14,5.0,21.0,-0.09,20.23,2,2,0,1,Y,0.42,9.97,None,-0.11,-0.11,0,MOL,-1.0,4,1,1,0,78.0139,NEUTRAL,C2H6OS,OCCS,C(O)CCS
691,CHEMBL1797299,CYCLOPENTENE,Cyclopentene,Small molecule,0.0,68.12,1.0,1.0,1.73,0.00,0,0,0,0,Y,0.38,None,None,1.86,1.86,0,MOL,-1.0,5,0,0,0,68.0626,None,C5H8,C1=CCCC1,CC1=CCCC1
693,CHEMBL357767,,3-Methyl-Pentane|3-Methylpentane,Small molecule,0.0,86.18,1.0,4.0,2.44,0.00,0,0,0,2,Y,0.48,None,None,2.97,2.97,0,MOL,-1.0,6,0,0,0,86.1096,None,C6H14,CCC(C)CC,CCCC(C)CC
694,CHEMBL2271405,,,Small molecule,0.0,83.09,2.0,9.0,0.06,44.02,2,1,0,1,Y,0.36,12.20,None,-0.04,-0.04,0,MOL,-1.0,6,2,1,0,83.0371,NEUTRAL,C4H5NO,C=CC(O)C#N,CC=CC(O)C#N
697,CHEMBL163957,,,Small molecule,0.0,86.09,1.0,1.0,0.74,32.67,2,0,0,2,Y,0.37,None,0.74,0.54,0.54,0,MOL,-1.0,6,3,0,0,86.048,NEUTRAL,C3H6N2O,C=CN(C)N=O,CC=CN(C)N=O
698,CHEMBL1200739,"SULFUR, PRECIPITATED",,Small molecule,0.0,34.08,11.0,40.0,0.11,0.00,0,0,0,0,Y,0.36,None,None,-0.04,-0.72,0,MOL,-1.0,1,0,0,0,33.9877,None,H2S,S,CS
699,CHEMBL2448383,UNDECAHYDROMERCAPTO-CLOSO-DODECABORATE,,Small molecule,0.0,71.94,1.0,2.0,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1.0,None,None,None,None,72.0205,None,C2H5BS,SC1BC1,C(S)C1BC1
700,CHEMBL2148102,,"1,2,3-Triazole",Small molecule,0.0,69.07,1.0,3.0,-0.20,41.57,2,1,0,0,Y,0.46,9.22,0.87,-0.10,-0.11,1,MOL,-1.0,5,3,1,0,69.0327,NEUTRAL,C2H3N3,c1c[nH]nn1,Cc1c[nH]nn1
702,CHEMBL3976159,,,Small molecule,0.0,95.14,1.0,2.0,1.63,15.79,0,1,0,0,Y,0.50,None,None,1.77,1.77,1,MOL,-1.0,7,1,1,0,95.0735,NEUTRAL,C6H9N,Cc1c[nH]c(C)c1,CCc1c[nH]c(C)c1
703,CHEMBL125006,,,Small molecule,0.0,90.08,4.0,9.0,-0.61,66.56,2,2,0,0,N,0.31,9.94,None,-1.14,-1.14,0,MOL,-1.0,6,4,3,0,90.0429,NEUTRAL,C2H6N2O2,CN(O)C(N)=O,CCN(O)C(N)=O
704,CHEMBL545492,,Amino-Acetonitrile Hydrochloride,Small molecule,0.0,92.53,1.0,1.0,-0.53,49.81,2,1,0,0,Y,0.38,None,6.39,-1.09,-1.13,0,MOL,-1.0,4,2,2,0,56.0374,NEUTRAL,C2H5ClN2,Cl.N#CCN,CCl.N#CCN
706,CHEMBL2271404,METHYLVINYL KETONE CYANOHYDRIN,,Small molecule,0.0,97.12,2.0,2.0,0.45,44.02,2,1,0,1,Y,0.38,12.12,None,0.39,0.39,0,MOL,-1.0,7,2,1,0,97.0528,NEUTRAL,C5H7NO,C=CC(C)(O)C#N,CC=CC(C)(O)C#N
707,CHEMBL2071269,TETRAOXANE,Tetraoxane,Small molecule,0.0,92.05,4.0,7.0,-0.19,36.92,4,0,0,0,N,0.39,None,None,0.49,0.49,0,MOL,-1.0,6,4,0,0,92.011,None,C2H4O4,C1OOCOO1,CC1OOCOO1
709,CHEMBL241347,,,Small molecule,0.0,89.1,1.0,1.0,-2.06,81.14,3,3,0,1,N,0.20,12.90,7.80,-2.25,-2.80,0,MOL,-1.0,6,4,5,0,89.0589,NEUTRAL,C2H7N3O,NCC(=O)NN,C(N)CC(=O)NN
710,CHEMBL170341,,3-Hydroxy-Propionamide,Small molecule,0.0,89.09,2.0,2.0,-1.15,63.32,2,2,0,2,N,0.45,None,None,-1.61,-1.61,0,MOL,-1.0,6,3,3,0,89.0477,NEUTRAL,C3H7NO2,NC(=O)CCO,C(N)C(=O)CCO
711,CHEMBL14245,BUTYL ALCOHOL,BUTYL ALCOHOL,Small molecule,0.0,74.12,12.0,30.0,0.78,20.23,1,1,0,2,Y,0.51,None,None,0.81,0.81,0,MOL,0.0,5,1,1,0,74.0732,NEUTRAL,C4H10O,CCCCO,CCCCCO
712,CHEMBL1098659,WATER,"B1217|NSC-147337|PUR-WASH|PURIFIED WATER|R-718|STERILE PURIFIED WATER|STERILE WATER|STERILE WATER FOR INJECTION|STERILE WATER FOR IRRIGATION|WATER|WATER FOR INJECTION|WATER PURIFIED|WATER, PURIFIED",Small molecule,4.0,18.02,3.0,3.0,-0.82,31.50,0,0,0,0,Y,0.33,None,None,-0.65,-0.65,0,MOL,0.0,1,1,2,0,18.0106,NEUTRAL,H2O,O,CO
713,CHEMBL1213044,ETHOXYAMINE,Ethoxyamine,Small molecule,0.0,61.08,1.0,1.0,-0.10,35.25,2,1,0,1,Y,0.43,None,4.40,-0.01,-0.01,0,MOL,-1.0,4,2,2,0,61.0528,NEUTRAL,C2H7NO,CCON,CCCON
714,CHEMBL447555,,N-Methylhydrazinecarboximidamide,Small molecule,0.0,88.11,1.0,1.0,-1.40,73.93,2,4,0,0,N,0.13,None,12.25,-1.19,-3.61,0,MOL,-1.0,6,4,5,0,88.0749,BASE,C2H8N4,CNC(=N)NN,CCNC(=N)NN
715,CHEMBL53384,PROPYNOIC ACID ETHYL ESTER,Propynoic Acid Ethyl Ester,Small molecule,0.0,98.1,3.0,4.0,0.18,26.30,2,0,0,1,Y,0.27,None,None,0.92,0.92,0,MOL,-1.0,7,2,0,0,98.0368,NEUTRAL,C5H6O2,C#CC(=O)OCC,CC#CC(=O)OCC
716,CHEMBL303797,,,Small molecule,0.0,96.13,2.0,6.0,0.97,28.68,1,1,0,1,Y,0.55,13.80,7.39,0.68,0.42,1,MOL,-1.0,7,2,1,0,96.0687,NEUTRAL,C5H8N2,CCc1ncc[nH]1,CCCc1ncc[nH]1
